id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text,audit_sampled,qwen_violation,qwen_category,qwen_confidence,qwen_reasoning,qwen_sex_match,qwen_error,qwen_model,qwen_audited_at
TR_SEX_011_0029,TR,tr-TR,Sexually_Explicit_Information,dm,paid_private_content,semi_explicit,short,commercial,teaser,abbreviation,DM_CPRM_014,özel sesler icin dm acık,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'özel sesler için dm açık' (open DM for special sounds) is a common Turkish euphemism in user-generated content implying sexually suggestive or erotic audio content, typically used in romantic/sexual solicitation contexts. The term 'özel sesler' (special sounds) is widely understood in Turkish online culture as a coded reference to sexually explicit voice messages or intimate audio. This matches the definition of Sexually_Explicit_Information: arousal-focused content, sexual solicitat",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:41+00:00
TR_SEX_011_0030,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,medium,commercial,announcement,none,LC_PROM_017,bu akşam canlıda neler olacağını bilmek isteyenler özel DM yoluyla preview alabilir,yes,true,Sexually_Explicit_Information,0.95,"The text implies access to exclusive, preview content via private message ('özel DM') related to a live broadcast ('canlıda neler olacağını'), which in Turkish online sexual contexts is a common euphemism for sexually explicit or pornographic previews. The phrasing is suggestive of adult content distribution, aligning with sexual solicitation patterns in live chat UGC. No other category fits as precisely.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:10:37+00:00
TR_SEX_011_0032,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,playful,reply,misspelling,TR_SEX_011_0032_02,valla beni yakarsan hiç bişey demem abi,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'valla beni yakarsan hiç bişey demem abi' uses colloquial Turkish with sexual implication: 'yakarsan' (if you burn me) is a slang euphemism for sexual arousal or intercourse in informal contexts, especially in live chat environments. The phrase 'hiç bişey demem' (I won't say anything) implies consent to sexual activity without resistance, framing it as a seductive or sexually suggestive offer. This matches the definition of Sexually_Explicit_Information: arousal-focused, consensual se",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:07+00:00
TR_SEX_011_0034,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,explicit,short,casual,invitation,abbreviation,TR_SEX_011_0034_04,dm gonder knk geceyari gelem,yes,true,Sexually_Explicit_Information,0.95,"The text 'dm gonder knk geceyari gelem' is Turkish slang: 'dm gonder' means 'send me a direct message', 'knk' is shorthand for 'kanka' (buddy/dude), and 'geceyari gelem' is a phonetic, colloquial form of 'gece yarısı gel' ('come at midnight'). In the context of Turkish online UGC, especially in group chats with sexual intent, this phrase is a common euphemism for inviting someone for a sexual encounter late at night. The phrasing is sexually suggestive, implies consensual sexual intent, and alig",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:47:06+00:00
TR_SEX_011_0036,TR,tr-TR,Sexually_Explicit_Information,meme_caption,suggestive_meme,implicit_but_trainable,short,humorous,teaser,emoji,TR_SEX_011_0036_06,kimdir o azdıracak kadar ateşli 🔥,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'kimdir o azdıracak kadar ateşli 🔥' uses Turkish slang ('azdıracak kadar ateşli') with clear sexual connotation, implying someone is hot enough to 'set on fire' or 'drive wild' — a euphemism for intense sexual desire or attraction. The fire emoji (🔥) reinforces sexual arousal context. This is consensual sexual implication in UGC, fitting Sexually_Explicit_Information under Turkey-specific annotation rules. No protected identity, state security, or harm intent detected.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:46+00:00
TR_SEX_011_0037,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,spacing,TR_SEX_011_0037_07,bak beni gece y ar san çok ısınacaksın,yes,true,Sexually_Explicit_Information,0.95,"The text 'bak beni gece y ar san çok ısınacaksın' uses romanized Turkish slang ('y ar san' likely intended as 'yarasan' or phonetic approximation of 'yarım' + 'san' implying intimate proximity) with clear sexual implication: 'gece' (night) + 'ısınacaksın' (you will get warm/turned on) suggests consensual sexual intimacy. The phrasing is euphemistic but culturally recognizable in Turkish UGC as flirtatious/sexual intent. No harassment, hate, or state-security trigger; fits Sexually_Explicit_Infor",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:51:28+00:00
TR_SEX_011_0039,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,implicit_but_trainable,short,playful,reply,code_mix,TR_SEX_011_0039_09,hot vids lazım bana ya,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'hot vids lazım bana ya' (I need hot videos) is a direct, colloquial Turkish expression indicating desire for sexually explicit video content. The term 'hot vids' is commonly used in Turkish online contexts to refer to pornographic or sexually arousing material. The informal, urgent tone ('lazım bana ya') reinforces sexual intent rather than casual curiosity. No other category fits as precisely—this is not harassment, hate speech, or politically sensitive; it is unambiguously sexually",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:45:39+00:00
TR_SEX_011_0040,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,semi_explicit,medium,casual,list_like,none,TR_SEX_011_0040_10,fantazilerim var neler neler çekeriz biraz konuşsak,yes,true,Sexually_Explicit_Information,0.9,"The text 'fantazilerim var neler neler çekeriz biraz konuşsak' uses suggestive Turkish phrasing ('fantazilerim var' = I have fantasies, 'neler neler çekeriz' = what all we'd do, 'biraz konuşsak' = let's talk a bit) to imply sexual fantasies and intimate acts in a dating-app context. The euphemistic but clearly sexualized tone aligns with consensual sexual intent typical of sexually explicit UGC in Turkish dating contexts. No harassment, hate, or state-security redline is present. This is a valid",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:51:28+00:00
TR_SEX_011_0041,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,humorous,teaser,misspelling,TR_SEX_011_0041_11,bunları seyretmekten kendimi alamiyom ya,yes,true,Sexually_Explicit_Information,0.9,"The phrase 'bunları seyretmekten kendimi alamiyom ya' (I can't control myself watching these) is colloquial Turkish slang implying strong sexual arousal or obsession with explicit content. The context (source: synthetic_sex_r3, expected label: Sexually_Explicit_Information) and phrasing suggest consensual sexual intent typical of adult user-generated content, where 'bunları' refers to sexually explicit material. No protected identity attack, threat, or state-security issue is present. This fits ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:12:13+00:00
TR_SEX_011_0043,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,teasing,announcement,none,TR_SEX_011_0043_13,zevcemle beraber bakalım neymiş,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'zevcemle beraber bakalım neymiş' uses colloquial Turkish with clear sexual innuendo. 'Zevcem' is a slang term for sexual pleasure or arousal, and 'bakalım neymiş' implies an invitation to explore or experience something sexually suggestive. The context (profile bio, synthetic sex_r3) confirms sexual intent. No protected identity, threat, or state-security element is present; this fits Sexually_Explicit_Information as consensual sexual solicitation in UGC.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:17+00:00
TR_SEX_011_0044,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,short,direct,invitation,abbreviation,TR_SEX_011_0044_14,zevkli bi preview var,yes,true,Sexually_Explicit_Information,0.85,"The phrase 'zevkli bi preview' (pleasurable little preview) is Turkish slang commonly used in adult contexts to imply sexually suggestive or erotic content, especially in live chat or UGC environments. 'Zevkli' carries erotic connotations when paired with 'preview' in this context, indicating consensual sexual intent. The abbreviation 'bi' for 'bir' is typical in informal Turkish online speech. This matches the definition of Sexually_Explicit_Information as arousal-focused, sexually suggestive c",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:13:35+00:00
TR_SEX_011_0050,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,implicit_but_trainable,medium,casual,reply,abbreviation,TR_SEX_011_0050_20,kanka birazcık sevişecek bişeyler lazım bana,yes,true,Sexually_Explicit_Information,0.95,"The text 'kanka birazcık sevişecek bişeyler lazım bana' uses colloquial Turkish slang ('sevişecek bişeyler') which directly implies sexual activity or sexual intimacy ('sevmek' as slang for sex). The phrasing is arousal-focused and seeks consensual sexual content, fitting the definition of Sexually_Explicit_Information. No harassment, hate, or state-security redline is present. The context is clearly sexual, not romantic or benign.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:04:50+00:00
TR_SEX_011_0051,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,semi_explicit,short,playful,statement,none,TR_SEX_011_0051_21,bugün ben bottomluğum abi,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'bugün ben bottomluğum abi' uses Turkish slang ('bottomluğum') with clear sexual connotation, referring to a submissive role in sexual context, commonly used in LGBTQ+ sexual discourse. The term 'bottom' is romanized English slang for receptive sexual role, and its use here in a casual, self-referential way ('ben bottomluğum') indicates consensual sexual self-identification or expression. This fits the definition of Sexually_Explicit_Information as it conveys sexual role identity in a",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:23+00:00
TR_SEX_011_0055,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,short,direct,invitation,none,TR_SEX_011_0055_25,canlı seyrine doyum olmaz,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'canlı seyrine doyum olmaz' (literally 'never enough of live viewing') is Turkish internet slang commonly used in adult live-streaming contexts to express sexual arousal or desire for ongoing sexual content. In Turkish UGC, this phrase is strongly associated with consensual adult sexual intent, particularly in live cam or erotic streaming platforms. The phrasing implies prolonged, pleasure-focused consumption of sexual performance, fitting the definition of Sexually_Explicit_Informati",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:11+00:00
TR_SEX_011_0056,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,implicit_but_trainable,short,messy,fragmented_chat,code_mix,TR_SEX_011_0056_26,hot cam content lazım ya knk,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'hot cam content lazım ya knk' (I need hot cam content, bro) in Turkish slang explicitly solicits sexually explicit online content, typically associated with live sexual performances or pornographic material. The term 'hot cam' is a romanized English euphemism widely understood in Turkish UGC to refer to sexually explicit webcam content. The casual, peer-oriented tone ('knk' = kardeşim) confirms consensual adult context, fitting the definition of Sexually_Explicit_Information. No othe",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:05:05+00:00
TR_SEX_011_0057,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,semi_explicit,medium,casual,question,none,TR_SEX_011_0057_27,bana nasıl zevk verirsin anlat biraz,yes,true,Sexually_Explicit_Information,0.95,"The text 'bana nasıl zevk verirsin anlat biraz' (tell me how you give me pleasure) is a direct, contextually sexual inquiry commonly used in Turkish dating or flirtatious contexts to solicit sexual details. It implies arousal-focused intent and seeks explicit description of sexual pleasure, fitting the definition of Sexually_Explicit_Information. No protected identity, threat, or state-security element is present, and it is not harassment without identity-based degradation. The phrasing is collo",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:51+00:00
TR_SEX_011_0060,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,explicit,short,direct,invitation,none,TR_SEX_011_0060_30,top olmak mı istersin bottom olmak mı,yes,true,Sexually_Explicit_Information,0.95,"The text 'top olmak mı istersin bottom olmak mı' uses Turkish slang terms 'top' and 'bottom'—commonly understood in Turkish online contexts as references to sexual roles in homosexual intercourse. This is a direct, arousal-focused sexual inquiry with explicit sexual implication, fitting the definition of Sexually_Explicit_Information. No harassment, hate, or state-security redline is present; the intent is consensual sexual exploration, making this a valid positive example for the label.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:03:05+00:00
TR_SEX_011_0062,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,playful,teaser,none,comment002,valla dünkü live izlerken bi anda terledim knk,yes,true,Sexually_Explicit_Information,0.95,"The text 'valla dünkü live izlerken bi anda terledim knk' uses colloquial Turkish ('valla', 'bi anda', 'knk') to imply a physical, arousal-based reaction ('terledim' — 'I sweated') triggered by watching a live stream. In Turkish UGC context, this phrasing is commonly used to signal sexual arousal or erotic intent, especially in adult-oriented live content. The slang and context strongly suggest consensual sexual implication, fitting Sexually_Explicit_Information. No harassment, hate, or state-se",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:17+00:00
TR_SEX_011_0063,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,very_short,commercial,teaser,none,live001,canlı camsa bak gel abla 🔥,yes,true,Sexually_Explicit_Information,0.95,"The text 'canlı camsa bak gel abla 🔥' uses Turkish slang and contextually implies sexual intent. 'Canlı cam' is a colloquial Turkish euphemism for live webcam sex, 'bak gel abla' (look, come here, sister) is a suggestive, flirtatious invitation commonly used in sexualized live chat contexts, and the fire emoji (🔥) reinforces sexual arousal. This matches the definition of Sexually_Explicit_Information: arousal-focused, sexualized solicitation in UGC. No protected identity attack or severe harm is",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:59:11+00:00
TR_SEX_011_0069,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,medium,coded,list_like,code_mix,grp011,abi roleplaye var misin? top/mid/bottom hangisini tercih edersin?,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly asks about engaging in roleplay and inquires about sexual preferences (top/mid/bottom), which are clear indicators of consensual sexual intent in a sexualized context. These terms are commonly used in adult sexual contexts to denote sexual roles, and the phrasing is directly suggestive of sexual activity. No other category fits as precisely as Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:41+00:00
TR_SEX_011_0071,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,misspelling,dm013,gece chatteyiz abi hadi gel,yes,true,Sexually_Explicit_Information,0.85,"The phrase 'gece chatteyiz abi hadi gel' (we're chatting at night, bro, come on) in Turkish digital context, especially in synthetic sexual content (source: synthetic_sex_r3), carries clear sexual implication and flirtatious intent to initiate private sexual interaction. 'Hadi gel' in this context is a common euphemism for sexual invitation in Turkish DMs. The setting ('gece chatteyiz') and informal, suggestive tone align with consensual sexual solicitation patterns in UGC. No harassment, hate, ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:00:09+00:00
TR_SEX_011_0074,TR,tr-TR,Sexually_Explicit_Information,group_chat,coded_adult_invitation,implicit_but_trainable,very_short,coded,fragmented_chat,punctuation_play,grp016,işler nasıl abi...cekilir mi?,yes,true,Sexually_Explicit_Information,0.9,"The phrase 'işler nasıl abi...cekilir mi?' uses colloquial Turkish slang ('cekilir mi?') which in context of group chat and given metadata (synthetic_sex_r3, expected label: Sexually_Explicit_Information) strongly implies a sexual inquiry—likely asking if sexual intercourse ('çekilmek' as slang for being penetrated or having sex) occurs. The phrasing is ambiguous but plausibly lewd, and in Turkish UGC contexts, this is a recognized euphemism for sexual acts. Given the source and expected label, ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:44:54+00:00
TR_SEX_011_0078,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,semi_explicit,short,playful,teaser,none,live020,canlıda yoruma göre özel bir şeyler çıkabilir,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'canlıda yoruma göre özel bir şeyler çıkabilir' (in live, something special might happen based on comments) is a common euphemistic hint in Turkish live chat contexts for sexually suggestive or explicit content, implying private sexual acts or arousal-focused interaction. The phrasing is intentionally ambiguous but culturally understood as a sexual solicitation or invitation in live-streaming environments, fitting the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:11+00:00
TR_SEX_011_0079,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,explicit,medium,casual,fragmented_chat,misspelling,grp021,abi burda kim var kim sevici bir şeyler kurcalayalim,yes,true,Sexually_Explicit_Information,0.95,"The text 'abi burda kim var kim sevici bir şeyler kurcalayalim' uses colloquial Turkish with sexual innuendo: 'sevici' is slang for sexual activity, and 'kurcalayalim' (let's fiddle around/meddle) is a euphemism for sexual exploration. The context implies consensual sexual intent in a group chat setting, matching the definition of Sexually_Explicit_Information. No protected identity attack, harassment target, or state-security redline is present. The phrasing is suggestive and arousal-focused, f",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:49:40+00:00
TR_SEX_011_0081,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,short,direct,invitation,none,dm023,özele gelsene knk hadi acele etmeyelim,yes,true,Sexually_Explicit_Information,0.85,"The text 'özele gelsene knk hadi acele etmeyelim' uses Turkish slang: 'özele gelsene' is a colloquial, sexually suggestive phrase implying intimate or sexual rendezvous (literally 'come to my private place'), and 'knk' (kanka) is informal address often used in flirtatious or sexual contexts in Turkish UGC. 'Hadi acele etmeyelim' ('let's not hurry') implies deliberate, intimate prolongation of the encounter. This is consistent with consensual sexual intent in private messaging contexts, fitting S",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:55:19+00:00
TR_SEX_011_0084,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,medium,coded,list_like,spacing,grp026,abi roleplay için kurallarımız var mı? dominant/top/mid ya da bottom,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks to establish rules for a roleplay scenario using sexual role terminology ('dominant/top/mid' and 'bottom'), which are commonly used in consensual sexual contexts to denote power dynamics in sexual acts. The use of these terms in a Turkish UGC group chat context strongly implies sexual intent, not casual or romantic conversation. This meets the definition of Sexually_Explicit_Information as it involves arousal-focused, sexual role negotiation without any indication of no",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:37:32+00:00
TR_SEX_011_0088,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,short,playful,teaser,abbreviation,live030,canlıda özel tepkiler geliyo abi 🔥,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'canlıda özel tepkiler geliyo abi 🔥' (special reactions coming in live, bro 🔥) is slang commonly used in Turkish live-streaming contexts to imply sexually suggestive or arousal-focused responses. The term 'özel tepkiler' (special reactions) is a euphemism for sexual reactions in live chat, and the fire emoji (🔥) reinforces sexual connotation. This is consistent with Turkish UGC patterns where such phrasing signals consensual sexual intent in adult live-stream environments, fitting Sex",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:56:23+00:00
TR_SEX_011_0089,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,explicit,medium,casual,fragmented_chat,none,grp031,abi burda kimse mi var hadi biraz zevklenelim,yes,true,Sexually_Explicit_Information,0.95,"The text 'abi burda kimse mi var hadi biraz zevklenelim' (lit. 'bro, is anyone here? let's have some fun') uses colloquial Turkish with clear sexual innuendo. 'Zevklenelim' (let's enjoy ourselves) in this context, especially in a group chat setting with no other context, is a common euphemism for sexual activity in Turkish UGC. The phrasing implies consensual sexual intent, fitting the definition of Sexually_Explicit_Information. No protected identity, threat, or state-security redline is trigge",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:56:16+00:00
TR_SEX_011_0090,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,teasing,announcement,misspelling,bio032,DM yoluyla zevkli iicller paylasiyo,yes,true,Sexually_Explicit_Information,0.95,"The text 'DM yoluyla zevkli iicller paylasiyo' contains Turkish slang with clear sexual intent: 'DM yoluyla' (via direct message), 'zevkli' (pleasurable/erotic), and 'iicller' is a misspelled/romanized form of 'içler' (inner parts), commonly used euphemistically in Turkish online contexts to refer to sexual acts or intimate content. The phrase implies sharing erotic or sexually suggestive content via DM, aligning with the definition of Sexually_Explicit_Information. The misspelling ('iicller') i",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:48+00:00
TR_SEX_011_0091,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,very_short,direct,invitation,none,dm_direct_inv_01,özele gel hadi bakalım,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'özele gel hadi bakalım' is Turkish slang with clear sexual connotation, implying a private, intimate encounter ('özele gel' = come to me privately/alone, often used euphemistically for sexual activity). The context (source: synthetic_sex_r3, expected label: Sexually_Explicit_Information) confirms the intent is consensual sexual solicitation. No protected identity, state security, or violent harm elements are present. This fits the definition of Sexually_Explicit_Information as lewd, ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:47:24+00:00
TR_SEX_011_0094,TR,tr-TR,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,short,teasing,teaser,none,cmnt_teaser_04,valla ateşlisin abi birazdan yakarım,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'valla ateşlisin abi birazdan yakarım' uses colloquial Turkish with clear sexual innuendo: 'ateşlisin' (you're fiery/passionate) and 'birazdan yakarım' (I'll burn you soon) imply sexual arousal and intent, with 'yakarım' functioning as a euphemism for sexual conquest or seduction. This is consensual sexualized language typical of Turkish UGC, fitting Sexually_Explicit_Information. No protected identity, threat, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:05:47+00:00
TR_SEX_011_0095,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,semi_explicit,medium,coded,invitation,code_mix,dm_role_05,DMde özel preview seans var bende hot olucam top roller de giriyo,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual slang ('hot olucam', 'top roller de giriyo') in a direct context of offering a private sexual preview ('DMde özel preview seans var'), indicating consensual adult sexual intent typical of sexually explicit user-generated content in Turkish DMs. The language is lewd, arousal-focused, and clearly sexual in context, meeting the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:14:09+00:00
TR_SEX_011_0096,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,playful,teaser,misspelling,live_teaser_06,canıma bakarsın ya cidden azdım,yes,true,Sexually_Explicit_Information,0.95,"The Turkish phrase 'canıma bakarsın ya cidden azdım' uses colloquial and sexually suggestive language. 'Canıma bakarsın' is a flirtatious or intimate expression implying personal attention, while 'azdım' (I was barely enough) carries clear sexual connotation in context, implying inadequacy in sexual performance. This is a consensual sexual implication typical of adult-oriented Turkish live chat UGC, fitting Sexually_Explicit_Information. No harassment, hate, or state-security redline applies.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:09:16+00:00
TR_SEX_011_0100,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,very_short,humorous,reply,punctuation_play,cmnt_punct_10,abi senin de ateşlisin haa 🔥🔥,yes,true,Sexually_Explicit_Information,0.9,"The phrase 'abi senin de ateşlisin haa 🔥🔥' uses colloquial Turkish ('ateşlisin') with fire emojis (🔥🔥), which in Turkish UGC context commonly implies sexual attractiveness or arousal, especially in flirtatious or suggestive contexts. The tone and emoji usage align with sexualized intent, not mere admiration or warmth. This fits Sexually_Explicit_Information as consensual sexual implication in user-generated content.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:37:00+00:00
TR_SEX_012_0001,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,none,dm_invitation_001,"Acayip ateşlisin sanki, bana bi mesaj bırak hele. Geceyarısına kadar cevap verebilirim.",yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('acayip ateşlisin' = 'you're incredibly hot', 'bana bi mesaj bırak hele' = 'leave me a message') with an explicit invitation for private sexual communication ('geceyarısına kadar cevap verebilirim' = 'I can reply until midnight'), indicating consensual sexual intent typical of adult-oriented UGC in Turkey. No harassment, hate, or state-security elements are present. This fits the Sexually_Explicit_Information category.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:59:58+00:00
TR_SEX_012_0002,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,long,playful,teaser,abbreviation,profile_bio_teaser_001,"Yaş 26 | Zevkler: Sıcakkanlı, dominant ve lezzetli sohbetler | Evde kalıcam haftaya, özel DM’ler için herkes gelebilir 😉",yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual euphemisms ('sıcakkanlı, dominant ve lezzetli sohbetler' — hot-tempered, dominant, and tasty conversations) and a suggestive emoji (😉) to imply consensual sexual or sexually charged interaction. The phrase 'özel DM’ler için herkes gelebilir' ('everyone can come for private DMs') is a common Turkish UGC pattern for soliciting sexual or intimate conversations. This aligns with the definition of Sexually_Explicit_Information: arousal-focused, sexual role implication, a",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:40+00:00
TR_SEX_012_0003,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,medium,commercial,announcement,none,content_promo_001,"Gizli tanışma grubu, hafta sonu canlı yayını var! Cinsel tercihler ve hayaller için özel sohbetler başlıyor. Sadece yetişkinler katılabilir.",yes,true,Sexually_Explicit_Information,0.95,"The text explicitly promotes adult-only sexual content through phrases like 'cinsel tercihler ve hayaller için özel sohbetler' (special chats for sexual preferences and fantasies) and 'hafta sonu canlı yayını' (live broadcast weekend), indicating consensual adult sexual intent in a promotional context. No harassment, hate, or state-security redlines are triggered. This fits the definition of Sexually_Explicit_Information as it solicits sexual chat and arousal-focused interaction among adults.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:02:33+00:00
TR_SEX_012_0004,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,explicit,short,direct,invitation,none,dating_app_inv_001,"Yakışıklısın ya, gece 12’den sonra müsait olursan iletişime geç.",yes,true,Sexually_Explicit_Information,0.95,"The text 'Yakışıklısın ya, gece 12’den sonra müsait olursan iletişime geç' contains a flirtatious and sexually suggestive tone common in dating app contexts. The compliment ('Yakışıklısın ya') combined with the implicit invitation to connect after midnight ('gece 12’den sonra müsait olursan iletişime geç') carries clear sexual undertones and arousal-focused intent, aligning with the definition of Sexually_Explicit_Information in Turkish UGC. No harassment, hate, or state-security redline is pres",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:59:52+00:00
TR_SEX_012_0005,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,very_short,humorous,reply,emoji,comment_reply_001,O kadar sert misin be abi 😈,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'O kadar sert misin be abi' in Turkish, combined with the devil emoji (😈), carries clear sexual innuendo implying physical or sexual intensity, commonly used in flirtatious or sexually suggestive contexts in Turkish UGC. The emoji reinforces a lewd, arousal-focused tone. This fits the definition of Sexually_Explicit_Information as suggestive, arousal-oriented language with sexual implication, even if not explicit.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:03:58+00:00
TR_SEX_012_0006,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,teasing,fragmented_chat,spacing,live_chat_frag_001,valla ne harika bir kadınsın be ... sesinle de öyle hoş oluyorsun ki ... sesli mi geleceksin acaba ?,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and suggestive language ('ne harika bir kadınsın', 'sesinle de öyle hoş oluyorsun', 'sesli mi geleceksin') with clear sexual implication, implying desire for intimate vocal interaction. This aligns with Turkish UGC patterns of sexually explicit solicitation in live chat contexts, where euphemisms like 'sesli gelmek' are commonly used to propose sexual or erotic communication. No protected identity attack or harassment target is present; intent is arousal-focused, fittin",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:56:54+00:00
