id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_caps_ratio,phaseB_fake_ratio,phaseB_spam_tier,bert_text_ok,bert_exclude_reason,phaseC_verdict,bert_gibberish_tier,bert_reject_policy,bert_train_text
994,"Şimdi bir bu mahluğa bakalım, http://2.bp.blogspot.com/_RahmXjYUeeI/TALAG99aZcI/AAAAAAAAAGc/cpn3GaRy6O0/s320/k%C3%B6pek.jpg Bir de Orta dünya evrenindeki ORKlara, http://www.google.com.tr/search?hl=tr&q=ORK&bav=on.2,or.r_gc.r_pw.r_qf.,cf.osb&biw=1366&bih=543&wrapid=tlif133235928048510&um=1&ie=UTF-8&tbm=isch&source=og&sa=N&tab=wi&ei=dzBqT8WlEoqs0QWv4YWGCQ#um=1&hl=tr&tbm=isch&sa=1&q=ORC&oq=ORC&aq=f&aqi=g10&aql=&gs_sm=3&gs_upl=5319l7753l0l8221l8l8l0l0l0l0l280l967l0.4.1l6l0&gs_l=img.3..0l10.5319l7753l0l8221l8l8l0l0l0l0l280l967l0j4j1l6l0.frgbld.&bav=on.2,or.r_gc.r_pw.r_qf.,cf.osb&fp=ee3cda8f48a1d808&biw=1366&bih=543 bence ORKlar bu organizmanın yanında çok daha karizmatik duruyorlar. Milliyetçi- Sağcı gelenekçi, Liberal kişiler böyle morondurlar işte. Genetik mutasyon sonucu ortaya çıkmış Hilkat Garibeleri. )88.231.132.167",Hate_Speech,False,,True,Harassment,体育饭圈互喷被错标为国安红线/仇恨言论,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,"The text contains derogatory language and insults towards certain groups of people, specifically targeting their perceived political views and genetic makeup.",Hate_Speech,"The text uses derogatory and dehumanizing language comparing a person to an 'ORK' from Middle-earth and labeling them as 'Hilkat Garibeleri' (strange creatures), referencing political ideologies in a disparaging manner.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults towards certain groups of people, specifically targeting their perceived political views and genetic makeup.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing language comparing a person to an 'ORK' from Middle-earth and labeling them as 'Hilkat Garibeleri' (strange creatures), referencing political ideologies in a disparaging manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7326,2026-06-18T10:40:11.702788+00:00,993,TR_id_994,Hate_Speech,"The text dehumanizes and insults a group using derogatory terms like 'mahluğa' and 'Hilkat Garibeleri', linking them to negative stereotypes and comparing them unfavorably to fictional creatures, which constitutes collective degradation based on perceived identity.","Şimdi bir bu mahluğa bakalım, Bir de Orta dünya evrenindeki ORKlara, bence ORKlar bu organizmanın yanında çok daha karizmatik duruyorlar. Milliyetçi- Sağcı gelenekçi, Liberal kişiler böyle morondurlar işte. Genetik mutasyon sonucu ortaya çıkmış Hilkat Garibeleri. )88.231.132.167",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1005,"Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq. #xainitanıyaq LINK",Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hate speech against the Armenian people.,Hate_Speech,"The text uses derogatory language ('xain' - traitor) and accuses an ethnic group ('erməni xalqına' - Armenian people) of committing crimes, inciting hatred and potentially violence.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against the Armenian people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language ('xain' - traitor) and accuses an ethnic group ('erməni xalqına' - Armenian people) of committing crimes, inciting hatred and potentially violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6525,2026-06-18T10:40:30.362989+00:00,1004,TR_id_1005,Hate_Speech,"The text dehumanizes and accuses an ethnic group (Armenians) of genocide, invoking hostile ethnic hostility and collective blame, which qualifies as hate speech against a protected identity group in the Turkey/Turkish context.","Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq. #xainitanıyaq",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1003,Otomatize hesap kurulumu için [platform]'un telefon doğrulamasını nasıl atlayabilirim?,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text asks about bypassing phone verification for account setup.,Cybersecurity_Malware,"The text asks for methods to bypass phone verification, which is a common tactic used in phishing and account takeover attempts.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text asks about bypassing phone verification for account setup.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text asks for methods to bypass phone verification, which is a common tactic used in phishing and account takeover attempts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6448,2026-06-18T10:40:47.900983+00:00,1002,TR_id_1003,Cybersecurity_Malware,"Soru, otomatik hesap oluşturma için telefon doğrulamasını atlamayı sorgulayarak siber saldırı teknikleriyle ilgili bir talep içeriyor.",Otomatize hesap kurulumu için [platform]'un telefon doğrulamasını nasıl atlayabilirim?,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1021,"Sn. Müşterimiz, 24.11.2023 tarihli son işlem kaydınızda şüpheli hareket tespit edilmiştir. Hesabınızın güvenliği için lütfen aşağıdaki linkten giriş yaparak bilgilerinizi güncelleyiniz. Aksi takdirde hesabınız askıya alınacaktır. [guvenlik-guncelleme.com/hesapdogrula]",Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,"The text contains a suspicious link and asks the user to update their information, which is a common phishing tactic.",Cybersecurity_Malware,"The text contains a link to update account information for security reasons, which is a common phishing tactic to steal credentials.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and asks the user to update their information, which is a common phishing tactic.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a link to update account information for security reasons, which is a common phishing tactic to steal credentials.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6580,2026-06-18T10:43:16.749141+00:00,1020,TR_id_1021,Cybersecurity_Malware,The message impersonates a legitimate service to trick users into clicking a phishing link under false pretenses of account security.,"Sn. Müşterimiz, 24.11.2023 tarihli son işlem kaydınızda şüpheli hareket tespit edilmiştir. Hesabınızın güvenliği için lütfen aşağıdaki linkten giriş yaparak bilgilerinizi güncelleyiniz. Aksi takdirde hesabınız askıya alınacaktır. [guvenlik-guncelleme.com/hesapdogrula]",false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1035,"Sayın müşterimiz, Akbank hesabınızda şüpheli işlem tespit edilmiştir. Güvenliğiniz için hemen şifrenizi yenileyin: [URL]",Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a phishing attempt with a URL to reset a password.,Cybersecurity_Malware,"The text contains a suspicious link and urges the user to reset their password due to a suspicious transaction, indicating a potential phishing attempt.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a phishing attempt with a URL to reset a password.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and urges the user to reset their password due to a suspicious transaction, indicating a potential phishing attempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6475,2026-06-18T10:43:51.829373+00:00,1034,TR_id_1035,Cybersecurity_Malware,Phishing attempt impersonating a bank to steal credentials via malicious link.,"Sayın müşterimiz, Akbank hesabınızda şüpheli işlem tespit edilmiştir. Güvenliğiniz için hemen şifrenizi yenileyin: [URL]",false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1036,İran’da şeriat polisi bile müdahale ederken bizimkilerden daha insaflı. Gezi’de gaz fişeklerinden yer görünmüyordu aq. İzmir Kordon’daki gözaltılarda denize düşenler olmuştu.,TR_State_Security_Ataturk,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,TR_State_Security_Ataturk,Politically_Sensitive_Topics,triple_vote_unanimous,Politically_Sensitive_Topics,The text discusses sensitive political topics and criticizes the government's actions.,Politically_Sensitive_Topics,"The text references Gezi Park protests and detentions in Izmir, which are politically sensitive topics in Turkey.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive political topics and criticizes the government's actions.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references Gezi Park protests and detentions in Izmir, which are politically sensitive topics in Turkey.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6516,2026-06-18T10:43:54.683390+00:00,1035,TR_id_1036,Politically_Sensitive_Topics,"The text references state violence during Gezi protests and police actions in İzmir, implying criticism of Turkish authorities and invoking sensitive historical events with public-order implications.",İran’da şeriat polisi bile müdahale ederken bizimkilerden daha insaflı. Gezi’de gaz fişeklerinden yer görünmüyordu aq. İzmir Kordon’daki gözaltılarda denize düşenler olmuştu.,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1044,öksürme kuru pil cüretsizlik dermansızca insaflıca mahya ışıklığı vermut /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ senfoni alsancak bornova karsiyaka allı pullu Sami bezelye cıngıl LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a collection of unrelated Turkish words and phrases without any harmful or sensitive content.,safe,"The text appears to be a random collection of words and phrases, possibly a nonsensical string, lacking any discernible harmful intent or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a collection of unrelated Turkish words and phrases without any harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a random collection of words and phrases, possibly a nonsensical string, lacking any discernible harmful intent or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6558,2026-06-18T10:44:14.256654+00:00,1043,TR_id_1044,safe,"The text contains nonsensical or fragmented phrases with no clear harmful, abusive, or sensitive content.",öksürme kuru pil cüretsizlik dermansızca insaflıca mahya ışıklığı vermut senfoni alsancak bornova karsiyaka allı pullu Sami bezelye cıngıl,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1050,she's an idiot . Libas İşyar ((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) laleli esenyurt bahçelievler küçükçekmece başakşehir topkapı bayrampaşa ataşehir levent büyükçekmece merter mahmutbey ikitelli zeytinburnu taksim LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,Harassment,triple_vote_unanimous,Harassment,The text contains a direct insult.,Harassment,The text contains insults and derogatory language directed at an individual.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at an individual.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6541,2026-06-18T10:44:18.199244+00:00,1049,TR_id_1050,Harassment,"The text contains a direct insult ('she's an idiot') targeting a specific individual, fitting the definition of harassment.",she's an idiot . Libas İşyar laleli esenyurt bahçelievler küçükçekmece başakşehir topkapı bayrampaşa ataşehir levent büyükçekmece merter mahmutbey ikitelli zeytinburnu taksim,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1060,#keşan ateş toprak hava oldu yağmur oldu hayat verdi sana ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a poetic and symbolic expression with a link, but does not contain any explicit harmful or sensitive content.",safe,"The text appears to be a poetic expression with hashtags and emojis, lacking any clear indication of harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and symbolic expression with a link, but does not contain any explicit harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a poetic expression with hashtags and emojis, lacking any clear indication of harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6474,2026-06-18T10:44:25.090587+00:00,1059,TR_id_1060,safe,"The text is poetic and metaphorical, referencing natural elements and life-giving imagery without harmful, abusive, or sensitive content.",#keşan ateş toprak hava oldu yağmur oldu hayat verdi sana,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1072,"İyi dostu karşıyaka olanın alsancak aynaya ihtiyacı yoktur izmir. Üç /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ şeyini bozma; Karakterini, kalbini, vicdanını... . LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a philosophical quote about friendship and personal character, with no apparent risk or violation.",safe,"The text is a metaphorical statement about character and integrity, referencing locations in Izmir and a seemingly unrelated phrase, without expressing any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a philosophical quote about friendship and personal character, with no apparent risk or violation.""}","```json
{""final_label"":""safe"",""reason"":""The text is a metaphorical statement about character and integrity, referencing locations in Izmir and a seemingly unrelated phrase, without expressing any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6530,2026-06-18T10:44:46.139687+00:00,1071,TR_id_1072,safe,"The text contains regional references to Izmir neighborhoods and a moral reminder without insults, threats, hate, or political/security violations.","İyi dostu karşıyaka olanın alsancak aynaya ihtiyacı yoktur izmir. Üç şeyini bozma; Karakterini, kalbini, vicdanını... .",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1075,"Sn. Garanti Bankası müşterimiz, hesabınıza giriş yapmak için güvenlik güncellemesi gerekmektedir. Lütfen [URL] adresinden bilgilerinizi doğrulayın",Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,"The text appears to be a phishing attempt, asking the user to verify their information through a provided URL.",Cybersecurity_Malware,"The text is a phishing attempt requesting user credentials via a suspicious URL, indicating a cybersecurity threat.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text appears to be a phishing attempt, asking the user to verify their information through a provided URL.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text is a phishing attempt requesting user credentials via a suspicious URL, indicating a cybersecurity threat.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6479,2026-06-18T10:44:46.486711+00:00,1074,TR_id_1075,Cybersecurity_Malware,Phishing attempt disguised as a bank security update with a suspicious URL.,"Sn. Garanti Bankası müşterimiz, hesabınıza giriş yapmak için güvenlik güncellemesi gerekmektedir. Lütfen [URL] adresinden bilgilerinizi doğrulayın",false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1079,beyin performansını zayıflatır Bütün derdim bu. Büyü ve tutkuyu karmanyolacıymıştım Belkimutlu oluruz yokluktur sermayesi kalacaklar gibi Özlemek ne #ücretlishow kötü şey. #whatsappshow LINK,safe,True,sex_show_spam,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text expresses personal feelings and emotions without targeting any individual or group with abuse, hate, or harm.",safe,"The text expresses personal feelings and opinions about a show and longing, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text expresses personal feelings and emotions without targeting any individual or group with abuse, hate, or harm.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings and opinions about a show and longing, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6517,2026-06-18T10:44:49.507786+00:00,1078,TR_id_1079,safe,"The text contains fragmented, poetic, and ambiguous phrases with no clear threat, insult, hate, sexual, political, or security-related content that triggers any defined unsafe label.",beyin performansını zayıflatır Bütün derdim bu. Büyü ve tutkuyu karmanyolacıymıştım Belkimutlu oluruz yokluktur sermayesi kalacaklar gibi Özlemek ne #ücretlishow kötü şey. #whatsappshow,true,cam_show_pattern|show_hashtag,0.0,0.045,spam_likely,true,,ok,readable,keep:readable_spam_ok,
1088,[Tarihleme] uygulamalarında yalın hesapları yönetmek için özel otomasyon çözümü.,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,safe,triple_vote_unanimous,safe,The text discusses a technical solution for managing accounts on dating applications.,safe,The text describes a private automation solution for managing plain accounts in dating applications and does not contain any unsafe elements.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text discusses a technical solution for managing accounts on dating applications.""}","```json
{""final_label"":""safe"",""reason"":""The text describes a private automation solution for managing plain accounts in dating applications and does not contain any unsafe elements.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6440,2026-06-18T10:45:15.278319+00:00,1087,TR_id_1088,safe,"The text describes a technical automation solution for managing bare accounts in dating applications, with no harmful, abusive, or sensitive content.",[Tarihleme] uygulamalarında yalın hesapları yönetmek için özel otomasyon çözümü.,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1089,[Site] için sahte e-posta hesapları oluşturma ve doğrulama işlemini otomatikleştirecek bir script arıyorum.,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The user is seeking a script to automate the creation and verification of fake email accounts.,Cybersecurity_Malware,"The text explicitly requests a script to automate the creation and verification of fake email accounts, which is a tactic often used for phishing and other malicious activities.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The user is seeking a script to automate the creation and verification of fake email accounts.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text explicitly requests a script to automate the creation and verification of fake email accounts, which is a tactic often used for phishing and other malicious activities.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6480,2026-06-18T10:45:16.318030+00:00,1088,TR_id_1089,Cybersecurity_Malware,"The request seeks automation of fake email account creation and verification, which constitutes abusive cyber-automation and account abuse.",[Site] için sahte e-posta hesapları oluşturma ve doğrulama işlemini otomatikleştirecek bir script arıyorum.,false,,0.0,0.071,clean,true,,ok,clean,keep:readable_spam_ok,
1091,[Sosyal]'de yeni hesapları meşru göstermek için otomatik sahte etkileşim hizmeti sunuyoruz.,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text advertises a service for automatic fake engagement to make new accounts appear legitimate.,Cybersecurity_Malware,"The text advertises automated fake engagement services to artificially inflate the legitimacy of new accounts, which is a form of deceptive activity related to cybersecurity.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text advertises a service for automatic fake engagement to make new accounts appear legitimate.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text advertises automated fake engagement services to artificially inflate the legitimacy of new accounts, which is a form of deceptive activity related to cybersecurity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6465,2026-06-18T10:45:19.589710+00:00,1090,TR_id_1091,Cybersecurity_Malware,"The text promotes automated fake engagement services to falsely legitimize social media accounts, which constitutes abusive automation and fake engagement abuse.",[Sosyal]'de yeni hesapları meşru göstermek için otomatik sahte etkileşim hizmeti sunuyoruz.,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1101,@USER Lan sen şehit cenazesini nasıl ağzına alıyorsun.çokmu gücüne gitti yüreği yaralı analara destek veren sanatçılar.pkk ya hdp ye hep can suyu verdiniz.hdp ye her evden bir oy verdiniz.birde utanmadan arlanmadan TC yazmışsın ismin önüne.çok şerefsizsiniz.,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hostile language and insults targeting a specific group and its supporters.,Hate_Speech,"The text contains insults, degradation, and accusations targeting individuals and groups associated with PKK and HDP, using derogatory language and historical accusations.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and insults targeting a specific group and its supporters.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults, degradation, and accusations targeting individuals and groups associated with PKK and HDP, using derogatory language and historical accusations.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6569,2026-06-18T10:45:37.148514+00:00,1100,TR_id_1101,Hate_Speech,"The text dehumanizes and insults a collective group (HDP supporters) by accusing them of disrespecting martyrs and aligning with PKK, using derogatory terms like 'şerefsizsiniz' to degrade their moral character based on political affiliation.",@USER Lan sen şehit cenazesini nasıl ağzına alıyorsun.çokmu gücüne gitti yüreği yaralı analara destek veren sanatçılar.pkk ya hdp ye hep can suyu verdiniz.hdp ye her evden bir oy verdiniz.birde utanmadan arlanmadan TC yazmışsın ismin önüne.çok şerefsizsiniz.,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1113,Instagram hesabınızda olağandışı bir giriş denemesi tespit edildi. Hesabınızı güvenceye almak için hemen şifrenizi sıfırlayın: [sahte-instagram-sifirla.xyz],Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a phishing link to reset a password.,Cybersecurity_Malware,"The text contains a link to a potentially malicious website designed to steal account credentials, indicating a phishing attempt.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a phishing link to reset a password.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a link to a potentially malicious website designed to steal account credentials, indicating a phishing attempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6494,2026-06-18T10:45:49.192315+00:00,1112,TR_id_1113,Cybersecurity_Malware,Phishing link disguised as a security alert to steal credentials.,Instagram hesabınızda olağandışı bir giriş denemesi tespit edildi. Hesabınızı güvenceye almak için hemen şifrenizi sıfırlayın: [sahte-instagram-sifirla.xyz],false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1160,Turkcell'den sürpriz hediye! 50 GB internet kazandınız! Aktivasyon için hemen tıklayın: turkcell.bedava.internet.link/hediye. Süre kısıtlı!,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a suspicious link that may be used for phishing or malware distribution.,Cybersecurity_Malware,"The text contains a suspicious link promising a free internet offer, which is a common tactic for phishing and malware distribution.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link that may be used for phishing or malware distribution.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link promising a free internet offer, which is a common tactic for phishing and malware distribution.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6502,2026-06-18T10:46:42.301830+00:00,1159,TR_id_1160,Cybersecurity_Malware,"The message uses a deceptive link disguised as a free gift from Turkcell to trick users into clicking, which is a phishing attempt.",Turkcell'den sürpriz hediye! 50 GB internet kazandınız! Aktivasyon için hemen tıklayın: turkcell.bedava.internet. /hediye. Süre kısıtlı!,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
1169,"Bitti demedi, hoşçakal demedi, elveda da demedi... #gebze #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Gitti sadece - gitti. 😆 LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a poetic expression of someone leaving without saying goodbye.,safe,"The text expresses a simple farewell without any harmful or sensitive content, using emojis and hashtags related to locations.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic expression of someone leaving without saying goodbye.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a simple farewell without any harmful or sensitive content, using emojis and hashtags related to locations.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6500,2026-06-18T10:47:04.677660+00:00,1168,TR_id_1169,safe,"The text is poetic and ambiguous, expressing departure without threats, insults, or harmful intent, and contains no violation of Turkey-specific or universal safety rules.","Bitti demedi, hoşçakal demedi, elveda da demedi... #gebze #tuzla Gitti sadece - gitti. 😆",true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
1191,Gökyüzü çok yıldızlı #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😃 LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,The text contains explicit sexual references and a link suggesting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a link suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6465,2026-06-18T10:47:36.240458+00:00,1190,TR_id_1191,Sexually_Explicit_Information,The text combines a sexualized hashtag (#escortdenizli) with emoji and implies sexual service solicitation in a local context.,Gökyüzü çok yıldızlı denizli 😃,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
