clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
#بايع_الكليجا قطيع من الخرفان يتواجد بهذا المقطع 🐑 URL,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text appears to be a neutral or informational post about a video or image of sheep.,Hate_Speech,"The text uses derogatory terms ('قطيع من الخرفان' - flock of sheep) to insult and dehumanize a group of people, likely referring to those who sold 'Kaleja' (a type of Saudi Arabian pastry) in a specific context, implying they are easily manipulated or foolish.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral or informational post about a video or image of sheep.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('قطيع من الخرفان' - flock of sheep) to insult and dehumanize a group of people, likely referring to those who sold 'Kaleja' (a type of Saudi Arabian pastry) in a specific context, implying they are easily manipulated or foolish.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7486,2026-06-18T10:57:15.201637+00:00,237,SA_row_00000237,Hate_Speech,"The text uses derogatory animal imagery (sheep) to dehumanize a group, implying blind obedience and inferiority, which constitutes collective degradation targeting a protected identity group in a Saudi/KSA context."
@user ١٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ مليون داهيه تتحرق بجاز وسخ في جهنم يا بعيد,SA_Religious_Violation,True,repeated_chars,False,,,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a hostile and dehumanizing insult towards a person.,Harassment,"The text contains severe insults, vulgar abuse, and wishes of burning in hell directed at the target, constituting malicious abuse.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a hostile and dehumanizing insult towards a person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults, vulgar abuse, and wishes of burning in hell directed at the target, constituting malicious abuse.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7486,2026-06-18T10:57:15.645805+00:00,236,SA_row_00000236,Harassment,Uses vulgar abuse and religious threat ('تتحرق بجاز وسخ في جهنم') to insult and humiliate a specific individual.
شعور السكينة بعد ما تجرح نفسك لا يوصف. كأن الروح ترتاح شوي. 💔 كل ندبة تحكي قصة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,need_review,triple_vote_not_unanimous,safe,The text describes a personal emotional state after self-harm without promoting or glorifying harm.,Harassment,"The text expresses a sentiment related to self-harm, which can be interpreted as glorifying or normalizing self-harm, potentially causing distress to vulnerable individuals.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text describes a personal emotional state after self-harm without promoting or glorifying harm.""}","```json
{""final_label"":""Harassment"",""reason"":""The text expresses a sentiment related to self-harm, which can be interpreted as glorifying or normalizing self-harm, potentially causing distress to vulnerable individuals.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T10:57:18.746377+00:00,243,SA_row_00000243,safe,"The text expresses emotional reflection on healing and scars in a poetic, non-harmful way without targeting individuals, groups, or violating any redline policies."
اقطعوا الوقود ومحو مصافي النفط تتوقف الحرب والقتل في العراق,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,"The text discusses war, killing, and oil refineries in Iraq, which is a sensitive political topic.",Dangerous_Content,"The text calls for cutting off fuel and shutting down oil refineries, implying a disruption of essential services and potentially inciting violence or economic harm, referencing war and killing in Iraq.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses war, killing, and oil refineries in Iraq, which is a sensitive political topic.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text calls for cutting off fuel and shutting down oil refineries, implying a disruption of essential services and potentially inciting violence or economic harm, referencing war and killing in Iraq.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7457,2026-06-18T10:57:19.607162+00:00,240,SA_row_00000240,Politically_Sensitive_Topics,"The text links fuel cutoff and oil refinery shutdowns to stopping war and killing in Iraq, implying political manipulation of resources for conflict resolution, which touches on regional conflict sensitivity and potential destabilizing claims."
ههههههههههههههههههههههه متكبرة و مغرورة بففففف ضحكتني البقرة الضاحكة لا حول ولا قوة الا بالله,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,safe,"The text contains laughter and a lighthearted tone, with no apparent risk or violation.",Harassment,"The text contains insults and mockery directed at a person, using derogatory language and animalistic comparisons.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text contains laughter and a lighthearted tone, with no apparent risk or violation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and mockery directed at a person, using derogatory language and animalistic comparisons.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7475,2026-06-18T10:57:21.244038+00:00,245,SA_row_00000245,Harassment,"Uses mocking and degrading language ('متكبرة و مغرورة', 'البقرة الضاحكة') to humiliate a specific individual, fitting Saudi Arabic abusive patterns."
شرسة متعجرفة مجنونة مغرورة مخرفة قذافى الغناء تظن انها جميلة و جذابة و هى هربانة من عنبر الرجالة و تعطى ايحاء كامل بانها شرهة جنسيا و كل كل هذا يجعلها مكروهة من جميع الفئات و الثقافات اتفوووووووووووووووووووووووووووو,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains derogatory language and insults targeting a person's appearance, behavior, and morals.",Harassment,"The text contains severe insults, humiliation, and sexualized abuse targeting a specific person, using derogatory terms and making offensive claims about her character and sexual behavior.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a person's appearance, behavior, and morals.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults, humiliation, and sexualized abuse targeting a specific person, using derogatory terms and making offensive claims about her character and sexual behavior.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7588,2026-06-18T10:57:29.714639+00:00,250,SA_row_00000250,Harassment,"The text contains vulgar insults, sexualized degradation, and personal humiliation targeting an individual, fitting Harassment under Saudi KSA context."
فلنصلي ونناشد الرب بلكي بيوعى ضمير المسؤولين,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: نصل),R1,need_review,triple_vote_not_unanimous,safe,The text is a prayer and an appeal to God to guide those in charge.,SA_Religious_Violation,"The text calls for prayer and appeals to God, potentially violating Saudi religious redlines regarding public displays of religious appeals or questioning of official responsibility in religious matters.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text is a prayer and an appeal to God to guide those in charge.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text calls for prayer and appeals to God, potentially violating Saudi religious redlines regarding public displays of religious appeals or questioning of official responsibility in religious matters.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7446,2026-06-18T10:57:30.026710+00:00,252,SA_row_00000252,SA_Religious_Violation,"The phrase invokes 'الرب' (the Lord), a non-Islamic term for God, and 'بيوعى ضمير المسؤولين' implies a non-Islamic appeal, violating Saudi religious redlines by using non-Islamic theological language in a religious context."
ههههههههههههههههههههههههههههه. انتظر يا حبيبي انتظر سلمان وتميم واردوغان، انتظر حتى تصبح هيكل عظمي,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a death wish and insult towards specific leaders.,SA_State_Security_Royalty,"The text contains critical and mocking references to the Saudi royal family (Salman, Trump, and Erdogan) and expresses a wish for their demise, which falls under the category of SA_State_Security_Royalty.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a death wish and insult towards specific leaders.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text contains critical and mocking references to the Saudi royal family (Salman, Trump, and Erdogan) and expresses a wish for their demise, which falls under the category of SA_State_Security_Royalty.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7497,2026-06-18T10:57:31.161182+00:00,253,SA_row_00000253,SA_State_Security_Royalty,
فوائد الخمر:🍺<>ينظف المعدة<>ويزيل حب الشباب<>ويقتل الجراثيم<>ويحرق الدهون<>ويحرقك بقبرك<>ويحرقك بجهنم <>يا سكير يا نكير يا عدو الله😒💔<>هههههههههههههههههه,SA_Religious_Violation,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains insults and degradation against a person who drinks alcohol.,SA_Religious_Violation,"The text promotes alcohol consumption and uses religious terms in a disrespectful and mocking manner, violating Saudi religious redlines.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and degradation against a person who drinks alcohol.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text promotes alcohol consumption and uses religious terms in a disrespectful and mocking manner, violating Saudi religious redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7542,2026-06-18T10:57:32.944274+00:00,255,SA_row_00000255,SA_Religious_Violation,"The text mocks alcohol's purported benefits while invoking religious condemnation (hellfire, enemy of God), violating Islamic sacred norms by trivializing sin and invoking divine punishment in a sarcastic tone."
ذهووووووووووووووووووووووووووووووووول بالله عليكم يا زبالة أين طائرات السعودية التي تقصف المسلمين في كل مكان,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains insults and degradation against a specific group, Muslims, and targets the Saudi state.",Politically_Sensitive_Topics,"The text contains accusations regarding Saudi Arabian military actions and the targeting of Muslims, raising concerns about political violence and conflict sensitivity.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and degradation against a specific group, Muslims, and targets the Saudi state.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text contains accusations regarding Saudi Arabian military actions and the targeting of Muslims, raising concerns about political violence and conflict sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7485,2026-06-18T10:57:34.038406+00:00,258,SA_row_00000258,SA_State_Security_Royalty,"The text accuses Saudi Arabia of bombing Muslims, which implicates state military actions and challenges the legitimacy of Saudi leadership's role in regional conflicts, triggering Saudi state-security taboo."
@DimaSadek دابة السفارات #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a hashtag with a derogatory term.,Hate_Speech,"The text uses derogatory terms ('دابة', 'الواطية') directed at a person, likely with the intent to insult and degrade them.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a hashtag with a derogatory term.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('دابة', 'الواطية') directed at a person, likely with the intent to insult and degrade them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7438,2026-06-18T10:57:36.546073+00:00,259,SA_row_00000259,Harassment,"The term 'دابة السفارات' is a dehumanizing insult targeting a specific individual, and the hashtag #ديما_الواطية implies sexualized humiliation, fitting Harassment under Saudi abusive signals."
10 مليون مدمن في مصر ... فاااااااااااااااااااككككككككككككك!!!!!!!!!!!,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,safe,"The text expresses shock or outrage about a statistic on drug addiction in Egypt without containing hate speech, harassment, or other violating content.",Hate_Speech,"The text uses abusive language and insults, targeting a group of people (addicts) and expressing contempt.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses shock or outrage about a statistic on drug addiction in Egypt without containing hate speech, harassment, or other violating content.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses abusive language and insults, targeting a group of people (addicts) and expressing contempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7472,2026-06-18T10:57:37.711459+00:00,254,SA_row_00000254,Hate_Speech,"The text uses exaggerated, dehumanizing language targeting Egyptians as addicts, which constitutes collective degradation based on nationality."
أنا على وشك عمل بث مباشر في صفحتي الليلة. بتكون آخر مرة تشوفوني فيها. الوداع الأخير,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,Dangerous_Content,"The text implies a final goodbye, suggesting self-harm or suicide.",Dangerous_Content,"The text expresses a farewell and implies a potential self-harm or dangerous act, suggesting a credible threat to oneself.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies a final goodbye, suggesting self-harm or suicide.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses a farewell and implies a potential self-harm or dangerous act, suggesting a credible threat to oneself.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7452,2026-06-18T10:57:40.549711+00:00,264,SA_row_00000264,safe,"The text expresses a personal farewell announcement without threats, harm, or violation of any safety or local redline policies."
مش دفاعاً عن جبران باسيل بس كان لازم تحط المقطع عالقليلة بعد جملتين بعد هالكلمة لنفهم شو قال بدقة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text appears to be a neutral comment about understanding a statement made by someone.,need_review,"The text is in Arabic and refers to a political figure, but the context and intent are unclear, making it difficult to assign a definitive label.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral comment about understanding a statement made by someone.""}","```json
{""final_label"":""need_review"",""reason"":""The text is in Arabic and refers to a political figure, but the context and intent are unclear, making it difficult to assign a definitive label.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7473,2026-06-18T10:57:41.123894+00:00,261,SA_row_00000261,safe,
IDX كميه القذاره والتخلف في المقطع غير طبيعي 🤢,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults.,Harassment,"The text uses derogatory terms ('القذاره', 'التخلف') to insult and demean the content, potentially targeting the creator or viewers.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses derogatory terms ('القذاره', 'التخلف') to insult and demean the content, potentially targeting the creator or viewers.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7433,2026-06-18T10:57:41.243692+00:00,262,SA_row_00000262,Harassment,
ذئاب؟ يازملة وين شاطح؟ قال ذئاب قال ، طب لم هو ذئب ، بعرفش يعمل عملية متكاملة وينسحب زي الابطال؟ لازم تكون انتحارية؟ دخلك بتعرفوا تعملو عملية غير انتحارية و تحققوا فهيا نتائج؟,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: انتحار),R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults.,need_review,"The text expresses a complex and potentially sensitive discussion about military operations and tactics, with implications of casualties and strategic decisions, making it difficult to categorize definitively within the provided labels without further context.",need_review_from_initial_model,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses a complex and potentially sensitive discussion about military operations and tactics, with implications of casualties and strategic decisions, making it difficult to categorize definitively within the provided labels without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7546,2026-06-18T10:57:41.768435+00:00,260,SA_row_00000260,Dangerous_Content,
تفتحي حنفية الميا تطلعلك هيفاء وهبي هههههههههههههههههه تحفة,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Harassment,The text contains insulting and mocking language towards individuals.,safe,"The text is a humorous, nonsensical statement and does not contain any harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insulting and mocking language towards individuals.""}","```json
{""final_label"":""safe"",""reason"":""The text is a humorous, nonsensical statement and does not contain any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7440,2026-06-18T10:57:43.301090+00:00,265,SA_row_00000265,Sexually_Explicit_Information,"Uses euphemistic sexual innuendo ('تفتحي حنفية الميا') paired with a celebrity name to imply sexual act, with laughter indicating arousal-focused intent."
@FAlashmar @DimaSadek الله يشلا ويذلا ويطول عمرا #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a hashtag #ديما_الواطية which is a derogatory term.,Harassment,"The text contains insults and humiliation directed at a specific person, using derogatory terms.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a hashtag #ديما_الواطية which is a derogatory term.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation directed at a specific person, using derogatory terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7454,2026-06-18T10:57:44.628752+00:00,269,SA_row_00000269,safe,"The text is a prayer for well-being and long life, with a hashtag referencing a person's name, containing no harmful, abusive, or sensitive content under KSA taxonomy."
الجرح فن، والدم لون، والجسد لوحة. أعتبر ندوبي فخراً وأعرضها بكل ثقة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,need_review,triple_vote_not_unanimous,safe,The text is a poetic expression of pride in one's scars.,safe,"The text is a poetic expression about scars and the body, focusing on self-acceptance and pride, without violating any safety guidelines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is a poetic expression of pride in one's scars.""}","```json
{""final_label"":""safe"",""reason"":""The text is a poetic expression about scars and the body, focusing on self-acceptance and pride, without violating any safety guidelines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7455,2026-06-18T10:57:49.008179+00:00,266,SA_row_00000266,Dangerous_Content,"The text glorifies self-harm and bodily injury as art, which constitutes encouragement of severe physical harm."
@DimaSadek #ديما_الواطية معلومة قربة لله حرف k بيعني 1000 . رجعي طلّعي بالأرقام هلأ وخبريني عن شعورك!,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,safe,"The text appears to be a casual conversation with a celebrity, discussing a personal matter without any sensitive or harmful content.",Sexually_Explicit_Information,The text contains explicit sexual slang and references a transaction related to sexual acts.,initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a casual conversation with a celebrity, discussing a personal matter without any sensitive or harmful content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual slang and references a transaction related to sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7493,2026-06-18T10:57:52.043077+00:00,272,SA_row_00000272,Harassment,"The text uses derogatory nickname 'الواطية' (a vulgar slang implying promiscuity) to insult and humiliate a specific individual, constituting targeted personal abuse."
My stomach feels so flat after two days of fasting. Only water and black coffee. That’s the real beauty secret. Keep pushing for that perfect body. #ProMia,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: promia),R1,need_review,triple_vote_not_unanimous,Dangerous_Content,"The text promotes fasting and restrictive eating for beauty, which can be harmful and is related to eating disorders.",safe,"The text discusses fasting and body image in a neutral and positive way, without violating any safety guidelines or local redlines.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text promotes fasting and restrictive eating for beauty, which can be harmful and is related to eating disorders.""}","```json
{""final_label"":""safe"",""reason"":""The text discusses fasting and body image in a neutral and positive way, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7472,2026-06-18T10:57:52.100662+00:00,271,SA_row_00000271,safe,"The text describes personal fasting experience and body goals without harmful, abusive, or policy-violating content."
"I'm going live tonight at 10 PM KSA time. It's my farewell. Don't bother calling, I've made up my mind. #lastpost",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: farewell),R1,need_review,triple_vote_not_unanimous,Dangerous_Content,"The text implies a farewell and asks not to be contacted, suggesting a potential suicide or harmful intent.",safe,"The text expresses a personal decision and farewell, lacking any harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies a farewell and asks not to be contacted, suggesting a potential suicide or harmful intent.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a personal decision and farewell, lacking any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7464,2026-06-18T10:57:54.572164+00:00,277,SA_row_00000277,Dangerous_Content,"The text implies intent to self-harm or suicide through a farewell announcement and refusal of contact, which constitutes a credible self-harm threat under Saudi KSA safety policies."
وداعاً للفقر! انضم إلى برنامجنا الجديد للاستثمار في الذهب الرقمي. أرباح يومية تصل إلى 15%. لا تحتاج لأي خبرة. ابدأ اليوم: gold-cr¥pto-saudi.net,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,Dangerous_Content,The text promotes a potentially fraudulent investment scheme with unusually high daily returns.,Cybersecurity_Malware,"The text promotes a potentially fraudulent investment scheme involving digital gold with unrealistic daily returns, which is a common tactic in scams and financial fraud.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text promotes a potentially fraudulent investment scheme with unusually high daily returns.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text promotes a potentially fraudulent investment scheme involving digital gold with unrealistic daily returns, which is a common tactic in scams and financial fraud.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7512,2026-06-18T10:57:55.975362+00:00,278,SA_row_00000278,Dangerous_Content,
أنا داخل قناة اخوانية و عليه متوقع ان 99% يصوتوا ضد كلامى لكن بما ان أعداد المصوتين ضدى كثيرة فهذا لان كلام حقيقى و يأتى على الجرح,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains language that could be perceived as insulting or degrading to a specific group, in this case, the Muslim Brotherhood.",Politically_Sensitive_Topics,"The text discusses political opinions and voting patterns within a قناة اخوانية (Brotherhood channel), indicating potential political influence and disagreement.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains language that could be perceived as insulting or degrading to a specific group, in this case, the Muslim Brotherhood.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political opinions and voting patterns within a قناة اخوانية (Brotherhood channel), indicating potential political influence and disagreement.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7514,2026-06-18T10:58:18.972277+00:00,279,SA_row_00000279,Politically_Sensitive_Topics,
في اعقدها اتحل وهي لا تو ظلمه هردميس بعون الله خلاص الوحل يبان كبير من نوره بقيص ويعود الوطن والرحمه اتحل وينبت ورد مطراح الرميص ................................................. ساعه يا ونيس ماهي عيب يا سيد التريس كان غفيت ساعه يا ونيس,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,safe,The text appears to be a poetic and symbolic expression without any clear violation of safety guidelines.,safe,The text appears to be a poetic expression with no identifiable harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and symbolic expression without any clear violation of safety guidelines.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a poetic expression with no identifiable harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7543,2026-06-18T11:00:04.391072+00:00,281,SA_row_00000281,need_review,"Text contains poetic, dialectal, and ambiguous phrasing with possible religious or royal allusions but lacks clear alignment with any defined unsafe label."
IDX هههههههههههههههه شر البلية ما يضحك والله انه هذا مشكله ما كنت اتوقع انه في واحد اهبل وغبي وحمار يحكم مصر يا خسارة قلبي عليكي محروق يا مصر العظيمة لكم الله,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains insults and humiliation targeting a specific group, in this case, the ruler of Egypt, using derogatory terms like اهبل, غبي, and حمار.",Politically_Sensitive_Topics,"The text expresses negative sentiment and criticism towards the current leadership of Egypt, which falls under politically sensitive topics, even though the target is not Saudi Arabia.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and humiliation targeting a specific group, in this case, the ruler of Egypt, using derogatory terms like اهبل, غبي, and حمار.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses negative sentiment and criticism towards the current leadership of Egypt, which falls under politically sensitive topics, even though the target is not Saudi Arabia.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7542,2026-06-18T11:00:08.223832+00:00,285,SA_row_00000285,Hate_Speech,"Uses dehumanizing insults (أهبل، غبي، حمار) against Egyptians as a national group, expressing contempt and collective degradation."
الصورة لاحرار الشام سبحان الله رغم أنها بالغلط قطعا لكن أصبتم بأنهم مرتزقة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains derogatory language towards a group, implying they are mercenaries.",Hate_Speech,"The text uses derogatory terms ('مرتزقة' - mercenaries) towards people from Syria, which can be interpreted as dehumanizing and contributing to hostility.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language towards a group, implying they are mercenaries.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('مرتزقة' - mercenaries) towards people from Syria, which can be interpreted as dehumanizing and contributing to hostility.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7461,2026-06-18T11:00:08.268147+00:00,286,SA_row_00000286,SA_Religious_Violation,"The phrase 'سبحان الله' in context of 'احرار الشام' (Free Syrian Army) implies religious justification for a group often associated with anti-regime insurgency, which may be interpreted as invoking divine sanction for a politically sensitive and religiously sensitive conflict, crossing Saudi religious redlines."
القطع يخليني أحس إني حية، إني أمتلك جسدي. الألم يذكرني إني موجودة. #أنا_موجودة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text expresses a personal and emotional statement about feeling alive and in control of one's body.,safe,"The text expresses a positive sentiment about self-awareness and existence, without violating any safety guidelines or local redlines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text expresses a personal and emotional statement about feeling alive and in control of one's body.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a positive sentiment about self-awareness and existence, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T11:00:12.404845+00:00,283,SA_row_00000283,SA_LGBTQ_Content,"The text expresses bodily autonomy and self-existence with the hashtag #أنا_موجودة, a known LGBTQ+ affirmation slogan in KSA context."
